0,0,0,45.2167,-58.1667,-35.4667,71.55,-57.15,-17.85,85.3833,-55.8333,-2.63333,96.6833,-11.9167,-35.8167,135.15,-26.7333,-42.1333,144.583,-40.7333,-44.2667,149.667,-46.2333,-45.8333,93.45,-11.2,-15.1833,119.35,-50.7833,-17.55,98.55,-70.2667,-15.5333,75.45,-64.7167,-13.5167,91.9667,-10.6833,8.76667,102.6,-53.5167,8.3,76.9833,-60.2167,10.85,55.8167,-49.2667,12.9167,83.8,-9.55,25.3667,92.5667,-40.8333,28.7333,75.6667,-46.5833,29.2833,58.15,-35.5333,28.3
0,0,0,45.7667,-51.8,-41.35,66.3167,-52.4667,-35.9667,73.4167,-52.15,-36.85,99.0833,-4.25,-36.7833,136.367,-24.4667,-43.5,150.75,-40.2833,-45.5833,160,-50.7833,-46.55,96.2167,-3.93333,-15.8,124.283,-35.25,-19.7167,115.4,-45.6833,-18.9667,109.267,-40.5333,-18.5667,95.05,-3.73333,8.58333,109.35,-47.5,7.41667,82.3833,-56.1667,9.68333,61.8167,-45.2667,11.2333,86.45,-3.36667,25.5333,90.1833,-39.7333,25.3167,69.9667,-44.8,26.7833,50.4833,-34,28.1667
0,0,0,48.7667,-66.35,-29.1333,70.1,-56.9,-1.65,70.2833,-41.8,22.4167,101.033,-8.51667,-33.4167,132.683,-33.1,-41.4333,126.933,-48.0833,-43.9333,118.417,-44.65,-45.8667,97.9167,-8.13333,-12.3167,134.15,-35.0167,-15.85,129.75,-50.1167,-16.7,120.333,-48.7667,-17.3,96.1833,-7.85,12.3333,124.217,-40.0167,12.3,115.95,-53.2,13.75,106.95,-53.6667,15.1833,86.6333,-6.98333,29.2833,116.217,-27.1333,35.7,117.783,-42.3667,36.4333,115.533,-47.8167,36.0333
0,0,0,48.9333,-57.9333,-40.5,71.1,-58.7833,-29.9833,70.1333,-55.7,-22.5167,100.9,0.683334,-32.6833,141.733,-8.1,-35.7667,153.583,-17.3167,-36.3333,160.267,-18.9333,-36.4667,97.2333,0.666667,-11.9167,132.1,-30.75,-13.8833,125.2,-47.8833,-13.15,114.733,-47.95,-12.3833,95.0333,0.6,12.35,120.95,-33.7333,11.2833,110.683,-47.1167,12.5833,100.6,-46.35,13.6667,85.7167,0.533333,29.0333,111.067,-24.6833,30.9667,104.4,-39.9167,30.1167,94.6833,-40.5333,28.1333
0,0,0,39.8667,-58.9333,-41.1833,63.65,-56.9833,-28.15,72.5667,-55.4667,-19.0667,96.7,-8.25,-37.3167,133.4,-24.2333,-43.1,142.417,-35.4833,-44.75,148.033,-43.9,-45.85,93.2333,-7.7,-16.9333,130.85,-31.65,-22.5667,133.25,-46.9167,-22.7167,132.667,-50.4167,-22.5333,91.7833,-7.31667,6.66667,113.017,-41.3333,5.96667,102.783,-51.4667,8.23333,93.7167,-52.8833,9.98333,84.15,-6.58333,23.1667,100.717,-31.5167,24.0167,99.1333,-38.5667,25.5,98.1833,-39.2,26.65
0,0,0,45.7333,-40.6833,-48.6,64.2833,-37.95,-38.9833,67.55,-34.7667,-30.2167,100.05,-2.36667,-32.4167,134.35,-24.75,-36.3,141.617,-38.6667,-37.4667,146.05,-45.0833,-38.4167,95.8833,-2.28333,-11.8833,125.683,-36.0167,-14.75,122.05,-52.8,-15.0167,115.933,-58.2,-15.1333,93.4167,-2.16667,12.0167,111.95,-38.4667,11.7667,101.5,-47.7,12.9667,93.3667,-45.85,13.85,84.4833,-1.95,28.3833,106.367,-26.7833,29.6667,104.683,-37.6333,30.9333,102.783,-39,32.1667
0,0,0,40.8833,-58.4,-48.3,63.2,-69.9,-46.8167,65.9,-74.4833,-39.2833,98.2,-4.85,-36.8667,133.383,-25.4333,-42.35,141.517,-39.4167,-43.7,149.85,-42.85,-45.05,94.9833,-4.71667,-16.25,126.933,-37.7,-19.3667,118.967,-53.6333,-17.55,111.6,-47.8333,-16.05,93.65,-4.6,7.65,119,-38.6167,6,108.783,-51.2167,8.2,102.1,-44.95,9.68333,85.5167,-4.08333,24.4667,105.5,-33.1667,22.9,97.2667,-46.1333,23.9333,88.1,-44.35,25.1
0,0,0,35.85,-68.7667,-34.4333,61.1333,-66.85,-15.0333,77.7333,-66.2167,-3.7,93.6833,-18.6,-41.9833,128.683,-38.85,-53.0167,130.467,-54.5167,-56.85,127.95,-57.5,-59.6833,91.3,-17.4,-21.4,119.717,-55,-24.95,104.35,-78.8167,-22.7167,84.2333,-80.1667,-20.0333,91.0667,-16.5333,2.26667,98.0667,-58.7,2.21667,73.2667,-66.2333,6.2,51.6167,-56.8667,9.43333,84.35,-14.8167,19.0167,88.2167,-45.6,23.3333,72.0333,-49.65,24.95,54.4667,-39.2,24.9167
0,0,0,49.2,-38.25,-51.1667,79.5333,-39.3833,-43.75,98.5833,-35.4333,-39.25,99.1667,-4.83333,-34.6,119,-26.8833,-37.4,119.217,-29.5333,-37.7167,122.2,-23.9167,-38.05,95.5,-4.6,-13.9667,118.567,-34.15,-16.7833,111.883,-43.2333,-16.5167,106.65,-37.4333,-16.2167,93.5333,-4.41667,9.96667,105.583,-45.25,8.83333,80.5667,-51.6667,10.85,61.6333,-37.0333,12.35,84.9833,-3.93333,26.5167,89.2833,-37.7833,26.6,71.0833,-40.9833,27.3833,54.2667,-27.5333,28.15
0,0,0,42.6333,-47.3333,-30.3333,50.2333,-42.45,-13.9833,52.3,-33.2167,2.16667,94.9667,-1.03333,-31.2833,126.283,-23.7,-35.1833,122.733,-36.45,-35.25,115.65,-35.9667,-34.6667,91.7167,-1.05,-10.3,127.6,-24.0333,-10.4833,124.083,-36.6167,-10.15,116.917,-36.55,-9.9,89.7333,-1.08333,14.3167,119.05,-29.0667,13.55,113.583,-40.0167,13.55,105.95,-41.15,13.4833,80.5667,-0.933333,31.1,107.5,-21.0333,31.2833,109.217,-32.3833,28.5667,108.1,-36.1667,24.6
